"id","forename"
249,Annet
250,Araceli
251,Akio
252,Al
253,Aklima
254,Ameer
255,Amany
256,Abdelaziz
257,Arman
258,Anisa
259,Ahou
260,Abba
261,Alka
262,Anvar
263,Ang
264,Ana-Maria
265,Alphonsine
266,Abdalla
267,Atif
268,Aiko
269,Akhilesh
270,Atta
271,Akissi
272,Andreea
273,Amber
274,Agness
275,Aysha
276,Adan
277,Azamat
278,Anila
279,Amine
280,Andreia
281,Anup
282,Amoin
283,Amer
284,Angelique
285,Atul
286,Akash
287,Aura
288,Asfaw
289,Affoue
290,Antony
291,Andy
292,Agata
293,Amena
294,Adjoua
295,Ahlam
296,Azza
297,Aparna
298,Abdu
299,Alam
300,Arnaldo
301,Amparo
302,Alhaji
303,Abate
304,Aurelio
305,Alok
306,Aslam
307,Amenan
308,Ankit
309,Achol
310,Avinash
311,Avadhesh
312,Aynur
313,Aishatu
314,Aissa
315,Ajaya
316,Anne-Marie
317,Abdirahman
318,André
319,Anneliese
320,Amol
321,Antonina
322,Angie
323,Aparecida
324,Aamir
325,Anima
326,Adilson
327,Ayako
328,Ayub
329,Adele
330,Anibal
331,Anu
332,Aurelia
333,Aina
334,Asahi
335,Atsushi
336,Allison
337,Am
338,Altaf
339,Antonietta
340,Akmal
341,Aditya
342,Aimee
343,Aurelie
344,Arifa
345,Annemarie
346,Ayoub
347,Awad
348,Antonella
349,Abdulkadir
350,Ailing
351,Arnel
352,Abiodun
353,Ahsan
354,Alisa
355,Adamou
356,Annick
357,Anitha
358,Amel
359,Aissata
360,Arina
361,Aysel
362,Amita
363,Aris
364,Agung
365,Azra
366,Arnaud
367,Albertine
368,Alcides
369,Ally
370,Amarjit
371,Ambika
372,Andri
373,Abderrahmane
374,Anam
375,Atef
376,Anuj
377,Albertina
378,Ado
379,Angeline
380,Antonino
381,Ain
382,Anan
383,Anny
384,Andry
385,Ariful
386,Assefa
387,Akshay
388,Ami
389,Auwal
390,Anik
391,Afaf
392,Ayu
393,Abdulahi
394,Anastasie
395,Aime
396,Abdulla
397,Abdulrahman
398,Aneta
399,Abderrahim
400,Anastasyia
401,Abdel Rahman
402,Afsaneh
403,Abdelrahman
404,Ayan
405,Abhijit
406,Ashwini
407,Agostinho
408,Amare
409,Arzu
410,Ayat
411,Arlindo
412,Agatha
413,Anant
414,Anke
415,Ayalew
416,Anika
417,Alima
418,Adelaida
419,Ala
420,Adolf
421,Abdelhamid
422,Arslan
423,Aliou
424,Antonyna
425,Axara
426,Augusta
427,Alois
428,Arnulfo
429,Akila
430,Adalberto
431,Aliya
432,Axel
433,Arzou
434,Azam
435,Adeline
436,Anjum
437,Anusaya
438,Abolfazl
439,Afrah
440,Afonso
441,Aden
442,Amadu
443,Arwa
444,Afroza
445,Abdelkrim
446,Anselmo
447,Alassane
448,Auwalu
449,Adrien
450,Abhay
451,Austin
452,Ansar
453,Annapurna
454,Annah
455,Anzhela
456,Aftab
457,Ao
458,Armand
459,Alim
460,Aaak
461,Amrita
462,Aminat
463,Anatoly
464,Adao
465,Aïssata
466,Amino
467,Aikaterini
468,Abdus
469,Alhassan
470,Ananta
471,Avelino
472,Angele
473,Analyn
474,Abay
475,Anzhelika
476,Amado
477,Alyeksandr
478,Ashutosh
479,Anni
480,Aminatou
481,Ama
482,Ankush
483,Aizhen
484,Attila
485,Alberta
486,Adelaide
487,Anar
488,Amphon
489,Ahmat
490,Abdellatif
491,Assia
492,Adeeb
493,Ayuba
494,Amrit
495,Abdurrahman
496,Angelita
497,Ayana
498,Ayten
499,Aminul
500,Amon
501,Aleksander
502,Abubaker
503,Afzal
504,Audu
505,Andressa
506,Akhi
507,Abdul Aziz
508,Abda
509,Ainal
510,Abrar
511,Aileen
512,Abdela
513,Alamgir
514,Asya
515,Armin
516,Arsenio
517,Abdul Karim
518,Asuncion
519,Albino
520,Ayhan
521,Anders
522,Apparao
523,Ange
524,Aron
525,Alejandrina
526,Aravinda
527,Atefeh
528,Aygul
529,Ashraful
530,Arkadiusz
531,Almaz
532,Akhmad
533,Aleksandar
534,Abdulaziz
535,Asokabhai
536,Adelino
537,Arsen
538,Azad
539,Alimata
540,Ania
541,Alpana
542,Ankita
543,Aihong
544,Aiying
545,Adrienne
546,Adane
547,Anandi
548,Anamika
549,Ashiq
550,Alzira
551,Aji
552,Aarti
553,Artemio
554,Aslan
555,Aan
556,Abakar
557,Azim
558,Anurag
559,Abelardo
560,Alasid
561,At
562,Amneh
563,Arumukam
564,Anoop
565,Askar
566,Abdelghani
567,Abdulai
568,Amro
569,Asaben
570,Anjani
571,Ailton
572,Amila
573,Akeem
574,Ahamad
575,Analia
576,Ademir
577,Arup
578,Atika
579,Archna
580,Ailian
581,Atik
582,Anabel
583,Augustina
584,Asli
585,Asit
586,Asako
587,Arafat
588,Aimerance
589,Abdulsatar
590,Anupam
591,Aurea
592,Anong
593,Amanuel
594,Afsar
595,Athanasios
596,Abdelhak
597,Abdul Majid
598,Avelina
599,Amélia
600,Adham
601,Ajith
602,Arpita
603,Amana
604,Ashik
605,Ankur
606,Azadeh
607,Adolphe
608,Ahimed
609,Adeola
610,Anping
611,Aemna
612,Alhassane
613,Alicja
614,Asiye
615,Arifin
616,Awatif
617,Aqeel
618,Aseel
619,Areej
620,Ayaz
621,Aneesh
622,Anusha
623,Ariane
624,Alfons
625,Aygerim
626,Abas
627,Azat
628,Aref
629,Anette
630,Azeez
631,Aishat
632,Anastacio
633,Ashfaq
634,Ayşegül
635,Arlette
636,Asadullah
637,Astride
638,Alonso
639,Aineta
640,Amnuai
641,Angeles
642,Asima
643,Amirul
644,Achta
645,Assane
646,Anguri
647,Annamaria
648,Aubrey
649,Ajmal
650,Aliye
651,Abdollah
652,Abosede
653,Alin
654,Abdelhakim
655,Alida
656,Anah
657,Alene
658,Abed
659,Anupama
660,Azucena
661,Arlete
662,Akhil
663,Assunta
664,Azizah
665,Asho
666,Asmat
667,Azizul
668,Anowar
669,Asok
670,Anthonia
671,Amarjeet
672,Abreha
673,Avtar
674,Angella
675,Abir
676,Alda
677,Aydın
678,Amilcar
679,Aparecido
680,Azmat
681,Amulu
682,Afrin
683,Abdifatah
684,Antje
685,Asaad
686,Ashsha
687,Anastacia
688,Adewale
689,Aichatou
690,Abdikadir
691,Abass
692,Ashura
693,Anjan
694,András
695,Alana
696,Alauddin
697,Antónia
698,Anicet
699,Ajaay
700,Antoni
701,Afasana
702,Adebayo
703,Anto
704,Amandine
705,Ashabai
706,Asel
707,Amandeep
708,Afia
709,Azeem
710,Assitan
711,Ati
712,Amada
713,Ayano
714,Ahamed
715,Abhimanyu
716,Arminda
717,Abdul Rahman
718,Amran
719,Adolphine
720,Ambrose
721,Angga
722,Asta
723,Aisa
724,Ameen
725,Akhmed
726,Annamma
727,Aracely
728,Amat
729,Alaka
730,Ashenafi
731,Anish
732,Aroon
733,Amor
734,Ata
735,Aiming
736,Avijit
737,Armindo
738,Almas
739,Altagracia
740,Abi
741,Alinafe
742,Aïcha
743,Ayna
744,Anjamma
745,Aloka
746,Americo
747,Ando
748,Asgar
749,Ahad
750,Adera
751,Angeliki
752,Adenike
753,Anees
754,Alesya
755,America
756,Arega
757,Amuta
758,Arno
759,Akihiro
760,Aisah
761,Aiqing
762,Angelito
763,Adelia
764,Ache
765,Aml
766,Abdulkarim
767,Annu
768,Abena
769,Aristides
770,Abigael
771,Ajad
772,Abla
773,Amaka
774,Annabelle
775,Aram
776,Ayen
777,Arivandabhai
778,Adekunle
779,Amarachi
780,Adijat
781,Azizbek
782,Amrta
783,Anastazia
784,Aïssatou
785,Abiola
786,Abilio
787,Arne
788,Andrej
789,Aneela
790,Adjo
791,Analiza
792,Abuk
793,Ajeet
794,Amanullah
795,Arsalan
796,Anara
797,Anisur
798,August
799,Anang
800,Afi
801,Arnoldo
802,Amrik
803,Addis
804,Asmau
805,Adeel
806,Abubakr
807,Armen
808,Aisyah
809,Airong
810,Ayfer
811,Ariana
812,Atmaram
813,Abhijeet
814,Abaw
815,Au
816,Asrat
817,Akmaral
818,Andries
819,Antonius
820,Anayat
821,Alem
822,Alisson
823,Archie
824,Arouna
825,Alamin
826,Araya
827,Art
828,Abdurahman
829,Anca
830,Astou
831,Abdelilah
832,Asraful
833,Ashiru
834,Aidi
835,Ayi
836,Afroja
837,Anowara
838,Ahmadu
839,Adoum
840,Arife
841,Asifa
842,Américo
843,Alyssa
844,Almir
845,Anavar
846,Abha
847,Assa
848,Anamul
849,Abdeslam
850,Agustinus
851,Aifang
852,Amie
853,Anshu
854,Arbab
855,Agnaldo
856,Alirio
857,Anta
858,Alexsandro
859,Akhtari
860,Antonieta
861,Ayodele
862,Abdulhamid
863,Ag
864,Ayodhya
865,Anisha
866,Andreza
867,Asanka
868,Agripina
869,Arief
870,Arafa
871,Aidah
872,Ademar
873,Ajoy
874,Aimable
875,Ahmadi
876,Argaw
877,Amirah
878,Abdelali
879,Adugna
880,Antonios
881,Abdulhadi
882,Ailin
883,Ayisha
884,Asih
885,Abner
886,Aminetou
887,Anabela
888,Asalam
889,Anass
890,Asmaul
891,Aide
892,Agha
893,Aristide
894,Angad
895,Asri
896,Apolinar
897,Amen
898,Alh
899,Aysun
900,Abd
901,Akoua
902,Adina
903,Achille
904,Aa
905,Admasu
906,Anagamma
907,Abdelmalek
908,Alif
909,Abdelmadjid
910,Ara
911,Avdhesh
912,Anamaria
913,Armel
914,Annika
915,Anka
916,Amphai
917,Athumani
918,Amaar
919,Akil
920,Asvini
921,Arash
922,Ashwani
923,Alli
924,Aka
925,Aidong
926,Amidou
927,Abdulrahim
928,Abdulsalam
929,Aba
930,Anikó
931,Aditi
932,Asmare
933,Adelheid
934,Anasuya
935,Avraham
936,Ayo
937,Aamanh
938,Amanat
939,Abdelhafid
940,Alžbeta
941,Akihiko
942,Ahalya
943,Abror
944,Amnat
945,Akhter
946,Arlyn
947,Allladhiqia
948,Adérito
949,Abdelmajid
950,Aybek
951,Alik
952,Amaresh
953,Aga
954,Anilkumar
955,Anteneh
956,Asmae
957,Asama
958,Ahemed
959,Ademola
960,Achim
961,Annegret
962,Abdourahamane
963,Aboubakar
964,Afnan
965,Anastasios
966,Alisha
967,Aydana
968,Aydar
969,Ardi
970,Afra
971,Addisu
972,Asseta
973,Ayed
974,Amgad
975,Attia
976,Alek
977,Amala
978,Ambroise
979,Abhilash
980,Amulya
981,Aynura
982,Abdinasir
983,Ammini
984,Alcira
985,Athanase
986,Amera
987,Apurba
988,Arsene
989,Abimbola
990,Alexia
991,Azmi
992,Abiba
993,Abdelhadi
994,Anjaiah
995,Andryei
996,Angrej
997,Animesh
998,Ajab
999,Agathe
1000,Andoniaina
1001,Ágnes
1002,Álvaro
1003,Árpád
1004,Ádám
1005,Ákos
1006,Ágota
1007,Águida
1008,Águeda
1009,Áron
1010,Ángel
1011,Árni
1012,Ásta
1013,Ágúst
1014,Ásdís
1015,Ásgeir
1016,Ágoston
1017,Ása
1018,Ángeles
1019,Áurea
1020,Áslaug
1021,Ábel
1022,Águido
1023,Ágústa
1024,Ágata
1025,Árný
1026,Álmos
1027,Ármin
1028,Ármann
1029,Ásmundur
1030,Ásthildur
1031,Ápio
1032,Ásgerður
1033,Átila
1034,Álfheiður
1035,Árdís
1036,Ástríður
1037,Ásrún
1038,Álen
1039,Ásbjörn
1040,Áki
1041,Álex
1042,Árpád-Levente
1043,Ástrós
1044,Ásgrímur
1045,Ági
1046,África
1047,Ársæll
1048,Ástþór
1049,Ágnes-Anita
1050,Ángela
1051,Ágatha
1052,Álfrún
1053,Ásla
1054,Ágost
1055,Árpad
1056,Ámundi
1057,Áróra
1058,Ádám-Miklós
1059,Áron-Zoltán
1060,Árpád-Szilveszter
1061,Áquila
1062,Árpád-Csaba
1063,Ádám-Attila
1064,Álisson
1065,Ábrahám
1066,Ástrún
1067,Áureo
1068,Álvur
1069,Áshildur
1070,Ádila
1071,Álfhildur
1072,Ádria
1073,Ástvaldur
1074,Ásvør
1075,Árant
1076,Ásbjörg
1077,Ástráður
1078,Álan
1079,Árvácska
1080,Álfdís
1081,Árna
1082,Ásbjørg
1083,Ágnia
1084,Ágán
1085,Ásberg
1086,Ágústína
1087,Álida
1088,Áuria
1089,Árnína
1090,Áskell
1091,Ádamo
1092,Álison
1093,Ásmund
1094,Ásþór
1095,Álvar
1096,Árpi
1097,Ársól
1098,Águst
1099,Ándres
1100,Árelía
1101,Árkád
1102,Ábris
1103,Álamo
1104,Ália
1105,Állan
1106,Ámbar
1107,Ámon
1108,Área
1109,Ábner
1110,Áine
1111,Ángelo
1112,Ánh
1113,Ási
1114,Ádison
1115,Ágda
1116,Ágneša
1117,Ákila
1118,Ária
1119,Árún
1120,Átilla
1121,Ávila
1122,Á
1123,Áda
1124,Ádám-Zsolt
1125,Ámos
1126,Áprád
1127,Árpádné
1128,Ásgerð
1129,Áshild
1130,Ábia
1131,Ádina
1132,Áfrico
1133,Ágica
1134,Ágora
1135,Ágota-Angela
1136,Ágota-Beáta
1137,Ágota-Dorottya
1138,Ágota-Timea
1139,Águia
1140,Ákos-Attila
1141,Ákoš
1142,Ámundur
1143,Ána
1144,Ármin-Tamás
1145,Árndís
1146,Árpad-Csongor
1147,Árpád-Botond
1148,Árpád-Szilárd
1149,Árpád-Zsolt
1150,Ártemis
1151,Ásgerdur
1152,Ásleyg
1153,Ásvaldur
1154,Áttila
1155,Áva
1156,Ávaro
1157,Ádam
1158,Ádela
1159,Áderson
1160,Ádil
1161,Ádna
1162,Ádrian
1163,Ádson
1164,Ágabo
1165,Águas
1166,Águedo
1167,Ája
1168,Ájša
1169,Ákilla
1170,Álef
1171,Álefe
1172,Álysson
1173,Ámir
1174,Ányos
1175,Áriston
1176,Árley
1177,Áslakkur
1178,Ástbjörg
1179,Ástdís
1180,Ástmar
1181,Áthila
1182,Áxel
1183,Áňa
1184,Ábelová
1185,Ádano
1186,Ádima
1187,Ádney
1188,Ádny
1189,Ádám-István
1190,Ádámné
1191,Áfia
1192,Áfrika
1193,Ágape
1194,Ágataa
1195,Ággap
1196,Ághata
1197,Ágil
1198,Ágila
1199,Ákio
1200,Álax
1201,Álberto
1202,Áldrea
1203,Áldrin
1204,Állef
1205,Állisson
1206,Állix
1207,Állá
1208,Álvarez
1209,Ámal
1210,Ámund
1211,Án
1212,Ánders
1213,Ánderson
1214,Ándre
1215,Ánel
1216,Ángels
1217,Ánxel
1218,Ányela
1219,Ári
1220,Ário
1221,Árisson
1222,Árka
1223,Ármey
1224,Árnmar
1225,Árnný
1226,Ásdis
1227,Ásfinnur
1228,Ásia
1229,Ásim
1230,Áslakur
1231,Ásmunda
1232,Ássima
1233,Ástor
1234,Ásvald
1235,Átilas
1236,Áulus
1237,Áúáv
1238,Áabel
1239,Áaliyah
1240,Áanda
1241,Áarbara
1242,Áashish
1243,Ábaco
1244,Ábdul
1245,Ábias
1246,Ábida
1247,Ábila
1248,Ábilo
1249,Ábiner
1250,Ábne
1251,Ábraham
1252,Ábráham
1253,Ábsalon
1254,Ábya
1255,Ác
1256,Ácaroline
1257,Ácima
1258,Ácmon
1259,Ácrila
1260,Ács-Gergelyné
1261,Ácsné
1262,Ádaga
1263,Ádala
1264,Ádames
1265,Ádamné
1266,Ádamy
1267,Ádaniel
1268,Ádata
1269,Ádba
1270,Ádebisi
1271,Ádel
1272,Ádele
1273,Ádelene
1274,Ádhäm
1275,Ádia
1276,Ádica
1277,Ádiga
1278,Ádilla
1279,Ádin
1280,Ádira
1281,Ádiva
1282,Ádla
1283,Ádley
1284,Ádma
1285,Ádnis
1286,Ádrea
1287,Ádri
1288,Ádria-Adriana
1289,Ádriana
1290,Ádriner
1291,Ádryla
1292,Ádyla
1293,Ádylla
1294,Ádyna
1295,Ádyston
1296,Ádádm
1297,Ádám-Balázs
1298,Ádám-Botond
1299,Ádám-Hunor
1300,Ádám-Istvan
1301,Ádám-János
1302,Ádám-Zoltán
1303,Áernio
1304,Áfricas
1305,Áfton
1306,Áfész
1307,Ágaatha
1308,Ágacy
1309,Ágainé
1310,Ágar
1311,Ágathitu
1312,Ágatta
1313,Ágave
1314,Ágel
1315,Ágh
1316,Ághatta
1317,Ághová
1318,Ágile
1319,Ágivalkovits
1320,Ágna
1321,Ágne
1322,Ágnes-Csilla
1323,Ágnes-Dóra
1324,Ágnes-Zsuzsa
1325,Ágnesa
1326,Ágnestin
1327,Ágnetta
1328,Ágneš
1329,Ágni
1330,Ágno
1331,Ágnon
1332,Ágota-Gyopár
1333,Ágota-Katalin
1334,Ágotha
1335,Ágošton
1336,Água
1337,Águaboanews
1338,Águias
1339,Águila
1340,Águsta
1341,Ágùst
1342,Áhim
1343,Ái
1344,Áian
1345,Áikai
1346,Áikimat
1347,Áila
1348,Áile-Saara
1349,Áilema
1350,Áine-Máire
1351,Áisson
1352,Áistan
1353,Ájax
1354,Ájonathan
1355,Ájusné
1356,Ákañksha
1357,Ákinkhú
1358,Ákos-András
1359,Ákos-László
1360,Ákosi
1361,Ákyla
1362,Ákylla
1363,Ákós
1364,Ál
1365,Ála
1366,Álade
1367,Álanis
1368,Álano
1369,Álavaro
1370,Álavro
1371,Álaze
1372,Álba
1373,Álbano
1374,Álbari
1375,Álbaro
1376,Álberes
1377,Álbes
1378,Álbum
1379,Álbumes
1380,Ále
1381,Álefer
1382,Áleff
1383,Áleffe
1384,Álefi
1385,Álefy
1386,Álejithá
1387,Álekakeny
1388,Áleks
1389,Áleksandar
1390,Álekszándr
1391,Álem
1392,Álephe
1393,Álesson
1394,Álexis
1395,Álf
1396,Álfgeir
1397,Álfgrímur
1398,Álfheidur
1399,Álfsól
1400,Álfur
1401,Álfþór
1402,Álgero
1403,Álgluggar
1404,Álguer
1405,Álguina
1406,Álice
1407,Álido
1408,Áliff
1409,Álika
1410,Álinson
1411,Álira
1412,Ális
1413,Álissa
1414,Álissan
1415,Álister
1416,Áliston
1417,Álium
1418,Álix
1419,Álla
1420,Államy
1421,Állany
1422,Állax
1423,Álleh
1424,Állek
1425,Állex
1426,Állida
1427,Állika
1428,Állison
1429,Állyson
1430,Állysson
1431,Állás
1432,Álma
1433,Álmarie
1434,Álmos-Arnold
1435,Álonso
1436,Ált
1437,Álvara
1438,Álvares
1439,Álvari
1440,Álvdis
1441,Álves
1442,Álvgerð
1443,Álvheðin
1444,Álvhild
1445,Álvida
1446,Ályca
1447,Ályda
1448,Ályson
1449,Ályyta
1450,Ám
1451,Ámbito
1452,Ámor
1453,Ámundínus
1454,Ámál
1455,Ámós
1456,Ánabel
1457,Áname
1458,Ánania
1459,Ánchel
1460,Ándie
1461,Ándor
1462,Ándreas
1463,Ándrè
1464,Ándré
1465,Ándréia
1466,Ándréz
1467,Ánelise
1468,Ánete
1469,Ángeel
1470,Ángel-Francisco
1471,Ángel-Luis
1472,Ángel-R
1473,Ángelarellano
1474,Ángeles-Teodoro
1475,Ángelez
1476,Ángelf
1477,Ángelharik
1478,Ángeli
1479,Ángelillo
1480,Ángelina
1481,Ángeline
1482,Ángelique
1483,Ángelita
1484,Ángelito
1485,Ángelitus
1486,Ángello
1487,Ánghela
1488,Ángles
1489,Ángulo
1490,Ániali
1491,Ánita
1492,Ánjel
1493,Ánke
1494,Ánna
1495,Ánnabelle
1496,Ánne
1497,Ánnga
1498,Ánni
1499,Ános
1500,Ánphia
1501,Ánte
1502,Ántonio
1503,Ántony
1504,Ánuar
1505,Ánuj
1506,Ánuzka
1507,Ánxela
1508,Ánxelo
1509,Ánxo
1510,Áoibheann
1511,Ápia
1512,Ápice
1513,Ápolonio
1514,Ápril
1515,Ápád
1516,Áquilla
1517,Áquis
1518,Áquizãã
1519,Áqüila
1520,Ár
1521,Ára
1522,Árbjörg
1523,Árchiton
1524,Árdian
1525,Árdis
1526,Áreis
1527,Árelíus
1528,Árendásné
1529,Árgenis
1530,Árie
1531,Áriel
1532,Árien
1533,Árif
1534,Árina
1535,Áristom
1536,Árki
1537,Árlem
1538,Árlido
1539,Árly
1540,Ármando
1541,Ármen
1542,Ármiston
1543,Árnaß
1544,Árnheiður
1545,Árnin
1546,Árninna
1547,Árnol
1548,Árnold
1549,Áron-László
1550,Áron-Norbert
1551,Áron-Pál
1552,Áron-Viktor
1553,Árp
1554,Árpadné
1555,Árpád-Attila
1556,Árpád-Dorel
1557,Árpád-Iulian
1558,Árpád-Tamás
1559,Árpád-Ákos
1560,Árr
1561,Ársenio
1562,Ártem
1563,Árti
1564,Ártico
1565,Ártyom
1566,Áruházak
1567,Árva
1568,Árvai
1569,Árvová
1570,Árwâñ
1571,Áryna
1572,Árysson
1573,Árzu
1574,Árávcska
1575,Áríánè
1576,Árón
1577,Árþóra
1578,Ás
1579,Ása-Sóleyg
1580,Ásalaug
1581,Ásbjørn
1582,Ásborg
1583,Ásc
1584,Ásdis-Inga
1585,Áse
1586,Ásfríð
1587,Ásgrimur
1588,Áshiko
1589,Áshrama
1590,Áslakk
1591,Áslaugur
1592,Ásmar
1593,Ássad
1594,Ássia
1595,Ássvein
1596,Ástbjörn
1597,Ástbjört
1598,Ástfríður
1599,Ástgeir
1600,Ástima
1601,Ástmundur
1602,Ástrid
1603,Ástriður
1604,Ástþrúður
1605,Ásunta
1606,Ásur
1607,Átala
1608,Átena
1609,Áthina
1610,Áthos
1611,Ática
1612,Átima
1613,Átimo
1614,Átina
1615,Átio
1616,Átna
1617,Átomo
1618,Átrio
1619,Átrium
1620,Áttany
1621,Átthila
1622,Átylla
1623,Áudrea
1624,Áuri
1625,Áurio
1626,Áustia
1627,Áuu
1628,Áuxia
1629,Ávaldur
1630,Ávicz
1631,Ávilo
1632,Ávinash
1633,Ávito
1634,Ávol
1635,Ávrám
1636,Ávundi
1637,Ávńáś
1638,Ávńð
1639,Ávŷá
1640,Áw
1641,Áwilson
1642,Áyla
1643,Ázachary
1644,Ázer
1645,Ázevedo
1646,Ázula
1647,Áámativo
1648,Áílvia
1649,Áõôýñý
1650,Áúvá
1651,Áčová
1652,Áğáv
1653,Áńju
1654,Áńáńd
1655,Áŕmááń
1656,Áźár
1657,Áidín
1658,Áleifr
1659,Álfgeirr
1660,ÁlæifR
1661,Ásgeirr
1662,Ásketill
1663,Ásmundr
1664,Ásvaldr
1665,Åsa
1666,Åse
1667,Åke
3856,Bud
1668,Åge
1669,Åshild
1670,Åsmund
1671,Åsta
1672,Ågot
1673,Åslaug
1674,Åsne
1675,Ådne
1676,Ånund
1677,Åste
1678,Åza
1679,Ågoth
1680,Åsbjørn
1681,Åžtefan
1682,Ånen
1683,Årstein
1684,Åmund
1685,Åsulv
1686,Åsbjørg
1687,Åsvid
1688,Åsgeir
1689,Åsa-Lena
1690,Åker
1691,Åsa-Britt
1692,Ål
1693,Åsfrid
1694,Åsa-Marie
1695,Ålk
1696,Åsa-Maria
1697,Ådel
1698,Åslög
1699,Åsveig
1700,Åse-Marie
1701,Ånon
1702,Åstein
1703,Ån
1704,Åsa-Karin
1705,Åbo
1706,Åsvald
1707,Åsny
1708,Ånis
1709,Ås
1710,Åsa-Lill
1711,Åselill
1712,Åsrun
1713,Åsrunn
1714,Åsulf
1715,Åne
1716,Åse-Lill
1717,Årlaug
1718,Ådny
1719,Ånond
1720,Årny
1721,Åsil
1722,Åžtefania
1723,Ågne
1724,Ågodt
1725,Årne
1726,Åsa-Hanna
1727,Åsa-Li
1728,Åsa-Mari
1729,Åshill
1730,Åsp
1731,Åvald
1732,Åberg
1733,Åsa-Helena
1734,Åsa-Katarina
1735,Åsa-Pia
1736,Åsa-Stina
1737,Åsalill
1738,Åse-Britt
1739,Åsgerd
1740,Åsunn
1741,Åbđøu
1742,Åfrid
1743,Åga
1744,Åhsa
1745,Ånny
1746,Åse-Mari
1747,Åsel
1748,Åvar
1749,Åïèìúïúôý
1750,Åhse
1751,Ålaug
1752,Åni
1753,Årid
1754,Åsa-Kristin
1755,Åsali
1756,Åsalinn
1757,Åsbjörn
1758,Åsdis
1759,Åse-Maria
1760,Åselene
1761,Åselie
1762,Åselin
1763,Åselinn
1764,Åsleik
1765,Åze
1766,Åýñý
1767,Åaban
1768,Ådmund
1769,Ågesine
1770,Åke-Lennart
1771,Åkers
1772,Ålov
1773,Åmid
1774,Årad
1775,Årald
1776,Årjes
1777,Årrid
1778,Årunn
1779,Ås-Marie
1780,Åsa-Brita
1781,Åsa-Britta
1782,Åsa-Cecilia
1783,Åsa-Christina
1784,Åsa-Gull
1785,Åsa-Johanna
1786,Åsa-Kersti
